#,xzqmc,date,sfyd_zs,sfyd_mj,gkczyd_zs,gkczyd_mj,zzyd_zs,zzyd_mj,ggglyggfwyd_zs,ggglyggfwyd_mj,tsyd_zs,tsyd_mj,jtysyd_zs,jtysyd_mj,syjslssyd_zs,syjslssyd_mj,qttd_zs,qttd_mj
385,辽宁省,2015-01-01,69,133.5649,81,609.6631,60,250.4676,43,202.7464,3,2.6449,25,462.8977,0,0.0000,1,0.0549
386,辽宁省,2015-02-01,48,144.9405,50,372.5440,26,128.5409,22,70.1913,2,7.9092,5,24.4397,0,0.0000,0,0.0000
387,辽宁省,2015-03-01,59,101.1274,66,603.8805,55,120.5295,75,211.2300,0,0.0000,39,281.8325,2,0.2388,0,0.0000
388,辽宁省,2015-04-01,95,82.5870,146,815.9277,78,236.3399,59,149.1573,3,10.5629,18,87.9311,0,0.0000,0,0.0000
389,辽宁省,2015-05-01,108,178.6812,154,505.5741,57,116.0657,64,96.2041,0,0.0000,33,92.9810,2,1405.3318,0,0.0000
390,辽宁省,2015-06-01,120,148.0470,133,344.4502,62,151.6745,116,250.8860,4,23.2892,104,645.8844,0,0.0000,0,0.0000
391,辽宁省,2015-07-01,107,198.6887,189,520.9916,79,173.3594,81,117.1282,5,9.0084,50,336.3066,2,0.7975,0,0.0000
392,辽宁省,2015-08-01,108,142.7350,98,406.7038,82,240.3768,91,285.1414,3,0.6580,20,96.5179,2,2352.6105,1,0.5342
393,辽宁省,2015-09-01,81,87.8930,100,408.8991,55,149.3973,198,518.9294,1,3.3405,39,290.8399,0,0.0000,0,0.0000
394,辽宁省,2015-10-01,70,64.4290,58,136.8331,43,80.0869,155,490.7071,5,15.5063,19,111.4335,0,0.0000,0,0.0000
395,辽宁省,2015-11-01,101,194.6557,156,7973.3195,87,264.4178,92,491.9881,0,0.0000,61,1131.4409,1,0.1654,6,30.8278
396,辽宁省,2015-12-01,115,299.7467,113,731.1289,78,207.3095,216,3308.2567,29,98.1551,177,5750.2563,3,960.0718,0,0.0000
397,辽宁省,2016-01-01,49,32.3800,70,647.8300,27,61.4600,48,40.1300,4,3.9900,26,368.9600,1,3.4800,0,0.0000
398,辽宁省,2016-02-01,75,123.3700,75,480.3700,42,140.8100,37,100.8600,3,5.3700,10,289.9300,0,0.0000,0,0.0000
399,辽宁省,2016-03-01,70,61.8800,116,467.2800,53,167.8100,65,359.2600,2,2.3200,18,97.4600,1,0.1500,0,0.0000
400,辽宁省,2016-04-01,105,125.7500,145,439.3000,62,181.2900,64,84.4900,3,0.7800,39,586.6600,0,0.0000,0,0.0000
401,辽宁省,2016-05-01,103,55.6700,85,319.3700,42,90.0000,56,145.0700,4,36.2900,12,365.3300,0,0.0000,0,0.0000
402,辽宁省,2016-06-01,111,65.6000,84,383.5700,40,102.2300,52,116.5900,2,0.8700,28,446.0800,1,1.2600,0,0.0000
403,辽宁省,2016-07-01,119,58.3600,70,234.4500,37,90.9100,50,201.1200,1,0.8200,37,579.9600,1,1.9400,0,0.0000
404,辽宁省,2016-08-01,99,112.0400,73,208.8000,58,114.4100,56,187.3400,2,0.5300,35,130.9500,0,0.0000,1,0.0200
405,辽宁省,2016-09-01,66,66.3400,93,337.7600,38,198.4800,65,74.4600,3,3.8100,32,218.9200,0,0.0000,0,0.0000
406,辽宁省,2016-10-01,81,156.3200,63,207.8100,36,104.1600,50,129.3400,3,4.6700,29,88.8200,0,0.0000,0,0.0000
407,辽宁省,2016-11-01,132,105.3500,85,243.5900,43,138.8800,167,567.6600,3,38.4400,65,798.9100,1,925.4400,11,166.3300
408,辽宁省,2016-12-01,100,36.1200,57,250.8400,126,1386.6700,81,2635.9000,1,2.6500,67,1689.6800,2,21.7400,0,0.0000
409,内蒙古自治区,2015-01-01,91,243.3200,58,2648.3438,95,110.6974,116,751.9543,4,7.0421,33,242.5487,0,0.0000,0,0.0000
410,内蒙古自治区,2015-02-01,112,64.2059,60,551.0793,70,175.6414,45,87.1426,4,27.9766,27,371.1406,0,0.0000,0,0.0000
411,内蒙古自治区,2015-03-01,57,37.0906,55,313.5275,76,92.4284,108,195.3490,3,2.1098,35,384.4945,0,0.0000,0,0.0000
412,内蒙古自治区,2015-04-01,153,128.8119,144,1214.1276,157,258.2193,183,230.9647,7,15.9396,20,115.6972,1,64.6865,0,0.0000
413,内蒙古自治区,2015-05-01,146,192.7495,109,574.9327,128,294.3892,104,246.9411,2,2.1817,33,832.4009,0,0.0000,0,0.0000
414,内蒙古自治区,2015-06-01,140,117.1207,105,654.5461,128,204.7823,123,283.3888,7,15.6050,39,1379.4443,0,0.0000,0,0.0000
415,内蒙古自治区,2015-07-01,158,169.7892,150,1339.3554,171,230.6329,135,3000.1104,8,4.8855,24,946.9244,0,0.0000,0,0.0000
416,内蒙古自治区,2015-08-01,120,191.0340,128,690.4669,109,187.0598,99,262.6766,3,2.7334,27,1211.8378,0,0.0000,0,0.0000
417,内蒙古自治区,2015-09-01,145,139.3702,117,757.9013,115,156.0991,97,221.8891,2,8.4000,39,1317.5419,1,4.6179,1,11.4443
418,内蒙古自治区,2015-10-01,110,149.2777,60,329.7241,170,252.2145,80,217.0958,3,47.1601,18,1615.8712,0,0.0000,0,0.0000
419,内蒙古自治区,2015-11-01,281,199.0553,110,821.2086,110,256.1537,132,970.2241,3,33.2372,88,2621.6302,0,0.0000,0,0.0000
420,内蒙古自治区,2015-12-01,283,176.2909,77,786.1469,122,276.1521,118,2218.1769,2,35.3339,51,1050.2604,1,64.6865,0,0.0000
421,内蒙古自治区,2016-01-01,86,49.0300,50,296.7400,57,120.7300,112,1264.0400,0,0.0000,11,135.3500,0,0.0000,1,66.9700
422,内蒙古自治区,2016-02-01,47,61.3100,34,219.6200,37,75.5800,50,104.1300,0,0.0000,11,194.3500,0,0.0000,0,0.0000
423,内蒙古自治区,2016-03-01,106,103.6600,89,382.7100,84,126.7800,157,592.8700,12,52.3100,8,108.1700,0,0.0000,0,0.0000
424,内蒙古自治区,2016-04-01,148,171.9500,100,438.1900,119,238.6900,111,152.6800,0,0.0000,12,1240.3800,0,0.0000,0,0.0000
425,内蒙古自治区,2016-05-01,104,65.7200,66,844.3100,130,148.1700,90,139.6900,3,2.4400,38,730.6800,0,0.0000,0,0.0000
426,内蒙古自治区,2016-06-01,132,150.7100,80,677.0700,215,271.8900,174,229.8800,11,28.9600,13,898.8300,1,37.2600,0,0.0000
427,内蒙古自治区,2016-07-01,339,92.5000,99,980.5600,82,171.9000,111,238.9000,0,0.0000,24,69.4100,0,0.0000,0,0.0000
428,内蒙古自治区,2016-08-01,129,147.7600,80,539.1500,80,159.7000,108,243.5700,6,11.1700,36,837.8200,0,0.0000,0,0.0000
429,内蒙古自治区,2016-09-01,101,78.5000,56,340.8200,156,322.4800,131,249.4600,7,40.0600,44,317.6100,1,20.6800,0,0.0000
430,内蒙古自治区,2016-10-01,128,109.1900,73,269.4600,149,144.1400,83,930.3100,0,0.0000,14,495.1600,0,0.0000,0,0.0000
431,内蒙古自治区,2016-11-01,144,73.6700,82,704.8200,153,116.8100,132,463.8600,6,6.7000,26,1348.2000,4,3.7600,0,0.0000
432,内蒙古自治区,2016-12-01,99,53.9000,58,409.3400,124,376.5000,229,4487.2200,6,4.5700,26,7230.6700,0,0.0000,0,0.0000
433,宁夏回族自治区,2015-01-01,23,18.4714,26,156.7360,12,68.3465,36,82.8815,2,4.3000,29,262.2741,0,0.0000,0,0.0000
434,宁夏回族自治区,2015-02-01,47,42.9553,42,143.6636,17,93.1426,31,198.2338,1,0.3335,15,214.3678,1,0.0240,0,0.0000
435,宁夏回族自治区,2015-03-01,28,33.9159,43,173.7093,12,84.8265,54,106.7613,0,0.0000,45,168.1130,0,0.0000,0,0.0000
436,宁夏回族自治区,2015-04-01,31,33.0101,134,372.0960,25,139.4570,77,272.1219,9,4.7936,36,375.0693,31,25.8803,1,7.2723
437,宁夏回族自治区,2015-05-01,37,54.1407,64,578.2375,14,72.0003,47,138.2585,2,2.6550,12,299.5543,0,0.0000,0,0.0000
438,宁夏回族自治区,2015-06-01,53,52.4593,74,305.1085,16,175.5976,40,509.6868,1,11.7653,22,294.8443,1,0.1225,0,0.0000
439,宁夏回族自治区,2015-07-01,31,36.4221,75,314.6774,22,41.8748,62,128.3623,3,16.0702,9,164.8745,0,0.0000,0,0.0000
440,宁夏回族自治区,2015-08-01,43,64.8452,43,292.1573,57,241.1758,54,130.8985,2,2.5718,22,398.5911,0,0.0000,0,0.0000
441,宁夏回族自治区,2015-09-01,32,95.7097,51,168.2094,36,197.7214,94,364.1644,6,9.5375,25,1215.4543,1,7.0091,1,8.1515
442,宁夏回族自治区,2015-10-01,40,25.0272,15,107.1105,16,52.5608,60,204.6245,4,17.7493,31,246.8564,0,0.0000,1,32.2306
443,宁夏回族自治区,2015-11-01,38,31.8584,65,430.9819,24,78.4804,63,250.7645,3,16.5728,21,181.8789,2,5.5377,0,0.0000
444,宁夏回族自治区,2015-12-01,46,93.8127,29,123.0168,14,63.3990,40,145.6762,3,18.5483,21,723.5319,1,6.1875,0,0.0000
445,宁夏回族自治区,2016-01-01,18,19.6000,20,155.8400,8,74.2900,21,3048.0000,1,18.3500,5,146.0000,1,22.2900,0,0.0000
446,宁夏回族自治区,2016-02-01,14,17.6400,40,215.8200,14,45.7300,31,107.7500,2,42.9400,15,76.6300,0,0.0000,0,0.0000
447,宁夏回族自治区,2016-03-01,9,42.3200,74,392.1100,12,20.1100,65,123.6300,7,29.3900,19,111.2400,2,8.3500,0,0.0000
448,宁夏回族自治区,2016-04-01,32,36.0300,36,409.9300,17,49.9500,42,75.2100,0,0.0000,17,390.7800,0,0.0000,0,0.0000
449,宁夏回族自治区,2016-05-01,32,74.7200,52,202.1400,12,61.2400,82,207.9800,2,3.4500,11,115.6900,1,6.9100,0,0.0000
450,宁夏回族自治区,2016-06-01,23,46.4400,42,325.5700,18,183.0000,59,110.3300,6,1.6300,9,295.3000,0,0.0000,0,0.0000
451,宁夏回族自治区,2016-07-01,26,33.8600,28,215.9400,19,109.9400,28,69.2800,1,0.2300,19,105.8400,0,0.0000,0,0.0000
452,宁夏回族自治区,2016-08-01,23,52.9900,55,203.5800,7,40.9100,52,124.8000,4,4.0200,12,152.6500,1,9.2400,0,0.0000
453,宁夏回族自治区,2016-09-01,18,241.2500,44,545.0700,10,31.8200,33,153.0900,2,0.5600,12,252.6500,3,31.1600,0,0.0000
454,宁夏回族自治区,2016-10-01,17,12.3500,12,126.9700,10,28.9500,24,29.1500,0,0.0000,8,111.6100,0,0.0000,0,0.0000
455,宁夏回族自治区,2016-11-01,35,24.9900,24,158.8300,15,77.7500,35,48.8100,1,2.9900,36,417.3400,2,40.4200,0,0.0000
456,宁夏回族自治区,2016-12-01,35,20.4800,21,128.7500,19,81.0000,20,160.3800,2,4.3300,8,206.0800,0,0.0000,0,0.0000
457,青海省,2015-01-01,20,18.8130,5,70.6285,9,28.6659,21,46.5751,1,13.0000,4,202.0460,2,271.8652,0,0.0000
458,青海省,2015-02-01,9,4.3483,8,106.4445,8,16.1791,8,7.8789,0,0.0000,2,16.7733,0,0.0000,0,0.0000
459,青海省,2015-03-01,27,15.8377,11,23.2982,32,58.7544,36,169.7206,0,0.0000,14,758.8017,1,69.9144,0,0.0000
460,青海省,2015-04-01,25,7.1917,39,536.3468,8,31.3948,13,32.1040,2,3.1136,3,449.8025,0,0.0000,0,0.0000
461,青海省,2015-05-01,63,42.5799,19,183.7334,37,71.8816,33,75.6686,1,0.3129,8,54.3691,0,0.0000,0,0.0000
462,青海省,2015-06-01,16,25.9227,33,388.3208,16,50.4319,21,18.4435,1,6.8191,3,465.7624,1,35.3340,0,0.0000
463,青海省,2015-07-01,56,25.3775,17,279.4138,23,10.1810,29,109.4786,1,5.3400,6,811.7849,5,272.2985,0,0.0000
464,青海省,2015-08-01,46,58.4255,19,344.1061,27,27.0692,21,24.7089,0,0.0000,13,2210.4271,0,0.0000,0,0.0000
465,青海省,2015-09-01,43,52.2612,13,38.0094,34,51.1579,11,36.4482,1,18.8541,8,88.8040,0,0.0000,0,0.0000
466,青海省,2015-10-01,19,13.7831,15,79.8451,5,7.5391,25,28.3831,1,2.1898,4,47.8815,1,0.7420,0,0.0000
467,青海省,2015-11-01,66,20.5686,40,1677.0420,13,18.5263,25,24.9887,0,0.0000,5,885.1572,1,2.1572,0,0.0000
468,青海省,2015-12-01,46,17.4099,37,143.7506,30,37.6682,42,153.1218,4,37.6292,6,451.5731,0,0.0000,0,0.0000
469,青海省,2016-01-01,61,32.0900,14,441.3400,11,14.8900,20,2715.8300,0,0.0000,3,24.1000,1,489.8000,0,0.0000
470,青海省,2016-02-01,19,14.1000,12,295.9900,8,27.2600,19,21.5600,0,0.0000,0,0.0000,2,7.0700,0,0.0000
471,青海省,2016-03-01,32,24.1600,5,11.4500,23,93.9600,24,187.3700,1,15.3300,1,0.6600,1,0.2000,0,0.0000
472,青海省,2016-04-01,23,39.5200,17,745.1900,10,5.7500,21,27.8700,2,2.5100,1,0.3200,0,0.0000,0,0.0000
473,青海省,2016-05-01,60,63.9400,18,191.2800,12,20.6300,22,68.8800,1,0.3000,12,245.9600,0,0.0000,1,570.7000
474,青海省,2016-06-01,27,24.0600,26,284.9800,11,16.8700,15,265.1100,1,0.8600,3,342.5200,0,0.0000,0,0.0000
475,青海省,2016-07-01,45,22.5000,23,623.0100,13,20.4800,17,252.2500,0,0.0000,5,2400.4600,0,0.0000,0,0.0000
476,青海省,2016-08-01,99,22.3900,10,150.5300,13,8.3500,12,76.9200,2,7.2600,2,45.1200,0,0.0000,0,0.0000
477,青海省,2016-09-01,45,33.8600,27,653.3300,22,91.0100,27,408.5900,0,0.0000,3,205.3600,2,38.8300,0,0.0000
478,青海省,2016-10-01,38,25.2800,4,15.5200,9,18.9600,14,27.8600,1,0.1800,5,132.2100,0,0.0000,2,146.6700
479,青海省,2016-11-01,36,22.8000,18,520.4300,12,99.4300,15,30.0900,1,5.5000,3,5.8700,0,0.0000,0,0.0000
480,青海省,2016-12-01,94,39.0600,24,1340.8300,11,104.1000,15,1241.6700,1,18.5300,3,417.5100,1,103.6300,1,96.6700
481,山东省,2015-01-01,144,166.5496,213,615.8389,172,410.3112,152,128.0039,4,16.8220,107,525.8252,4,160.0723,1,12.8481
482,山东省,2015-02-01,85,167.1096,176,659.9016,149,471.9024,60,2818.2362,1,1.4858,45,100.1030,1,0.3334,0,0.0000
483,山东省,2015-03-01,112,221.7902,228,642.3624,217,719.2462,103,307.7438,1,0.2027,50,172.1415,2,24.6506,66,469.5188
484,山东省,2015-04-01,149,197.8265,342,1296.0648,219,607.7553,221,2798.1498,4,13.2808,36,199.8646,0,0.0000,0,0.0000
485,山东省,2015-05-01,194,200.5909,454,1441.8917,307,923.7977,129,270.9958,2,0.3548,62,474.8143,4,315.7260,0,0.0000
486,山东省,2015-06-01,176,334.2814,409,1457.6816,312,905.7409,130,1577.2881,3,24.2002,56,270.5298,4,141.3213,0,0.0000
487,山东省,2015-07-01,219,491.9912,384,1421.5140,330,1066.4251,106,9571.1129,4,5.2251,78,339.4050,2,144.1258,0,0.0000
488,山东省,2015-08-01,199,311.8083,404,1304.3726,291,949.6576,150,582.4277,3,22.0826,83,249.5820,1,0.1667,1,12.4331
489,山东省,2015-09-01,186,309.9919,459,1418.3763,285,779.1683,166,435.2329,1,2.0000,191,504.0542,13,0.7139,0,0.0000
490,山东省,2015-10-01,185,308.9303,273,896.2599,226,700.1052,141,505.3110,3,3.2611,97,941.5971,1,31.6849,0,0.0000
491,山东省,2015-11-01,258,682.1767,384,1410.5533,352,1287.8955,204,411.8884,3,1.4964,148,993.3439,7,185.1568,0,0.0000
492,山东省,2015-12-01,156,320.2963,392,2291.8084,327,1081.5911,160,436.2078,3,12.0203,83,509.8765,8,784.4390,0,0.0000
493,山东省,2016-01-01,107,155.9100,194,910.2900,177,505.3400,124,246.6300,2,11.1700,58,152.9100,1,0.3300,0,0.0000
494,山东省,2016-02-01,146,261.6700,192,603.3600,131,327.2100,90,167.0000,2,3.9200,90,296.1800,1,2.7000,0,0.0000
495,山东省,2016-03-01,127,241.8200,322,891.7700,304,814.8700,200,4455.4200,5,3.6800,88,424.5800,4,891.6000,0,0.0000
496,山东省,2016-04-01,189,314.8900,455,1368.5100,329,809.0400,209,565.8400,4,6.3500,63,288.5600,1,43.6900,1,0.7900
497,山东省,2016-05-01,188,413.1200,332,1164.6000,281,909.8900,176,331.5500,4,14.5900,25,127.5000,0,0.0000,1,0.3300
498,山东省,2016-06-01,183,382.9600,367,1207.8800,327,1010.9100,150,2672.2300,4,4.2300,37,151.1100,1,0.1600,0,0.0000
499,山东省,2016-07-01,161,248.7400,255,900.9300,252,884.0600,168,456.6000,1,5.0700,88,428.3300,0,0.0000,0,0.0000
500,山东省,2016-08-01,185,344.1000,307,1126.0000,307,990.1800,173,421.4100,0,0.0000,49,229.6800,3,57.9300,0,0.0000
501,山东省,2016-09-01,171,324.8800,248,1708.2200,274,914.5600,221,400.8500,2,4.6700,100,1062.2600,4,270.6000,0,0.0000
502,山东省,2016-10-01,141,302.0400,177,1549.3800,207,617.5900,131,459.8500,3,7.9300,62,1499.8200,5,280.2700,0,0.0000
503,山东省,2016-11-01,181,408.5600,316,936.1900,294,826.5200,210,2167.7800,2,7.5700,134,1972.3200,4,412.1200,0,0.0000
504,山东省,2016-12-01,185,325.1600,253,960.2500,309,1003.7000,307,2643.1500,7,16.2000,209,1193.2300,7,720.5900,0,0.0000
505,山西省,2015-01-01,85,65.3345,49,193.2379,59,84.3336,28,44.3687,3,14.5683,2,133.5788,0,0.0000,0,0.0000
506,山西省,2015-02-01,34,32.9516,24,135.6366,29,70.7159,10,87.8805,0,0.0000,0,0.0000,0,0.0000,0,0.0000
507,山西省,2015-03-01,52,49.6991,35,159.2955,69,153.4733,26,34.4598,1,0.6000,3,381.8316,0,0.0000,0,0.0000
508,山西省,2015-04-01,59,52.9788,62,191.8555,67,99.9857,45,112.2432,2,2.8686,15,324.3987,0,0.0000,0,0.0000
509,山西省,2015-05-01,70,28.0825,65,228.0572,63,141.5153,31,50.9543,0,0.0000,9,767.0462,0,0.0000,0,0.0000
510,山西省,2015-06-01,44,73.2494,53,184.2596,55,101.6156,48,95.2347,4,5.1025,21,13.6647,0,0.0000,0,0.0000
511,山西省,2015-07-01,51,74.0716,65,177.2501,77,150.2441,58,60.9338,2,13.1832,8,271.1286,0,0.0000,0,0.0000
512,山西省,2015-08-01,69,77.1969,55,179.5667,59,132.8331,46,61.6267,2,4.3500,18,118.5166,1,0.1194,0,0.0000
513,山西省,2015-09-01,78,63.2588,62,228.0720,87,211.0607,68,170.1636,3,5.0036,32,345.7612,0,0.0000,0,0.0000
514,山西省,2015-10-01,31,15.9722,24,164.7470,48,112.0651,45,122.4357,2,1.2452,18,412.9035,2,10.2738,0,0.0000
515,山西省,2015-11-01,110,193.5321,81,397.7113,131,301.8443,72,100.8889,1,0.8243,16,127.3812,1,3.4744,0,0.0000
516,山西省,2015-12-01,70,84.4713,64,245.2750,96,199.3278,57,130.4183,6,5.7863,57,1515.3237,0,0.0000,0,0.0000
517,山西省,2016-01-01,51,33.0600,46,227.6900,53,119.6100,25,31.2700,6,8.5600,12,28.5900,0,0.0000,0,0.0000
518,山西省,2016-02-01,39,29.9600,40,148.4300,29,58.3000,13,18.7200,1,1.4400,7,16.2900,0,0.0000,0,0.0000
519,山西省,2016-03-01,94,91.5800,43,193.9700,77,101.5800,47,79.9400,1,0.6300,17,227.5200,0,0.0000,0,0.0000
520,山西省,2016-04-01,37,30.3100,36,130.9900,51,122.5500,49,184.5800,1,0.4800,14,49.3500,0,0.0000,0,0.0000
521,山西省,2016-05-01,62,39.5800,64,225.4900,53,100.6900,39,76.5400,1,0.0400,12,11.1200,0,0.0000,0,0.0000
522,山西省,2016-06-01,52,45.2100,28,117.1300,67,151.0500,40,63.2000,3,7.3300,2,7.9800,0,0.0000,0,0.0000
523,山西省,2016-07-01,42,38.5200,24,59.9700,52,132.9700,26,43.9900,1,0.6700,7,325.3500,2,2.4700,0,0.0000
524,山西省,2016-08-01,47,34.9300,45,512.0500,52,119.4600,29,57.0900,3,11.0200,27,587.3700,0,0.0000,0,0.0000
525,山西省,2016-09-01,43,34.9900,40,124.6400,57,191.0700,52,181.0200,6,27.8100,85,3967.1400,3,255.5400,0,0.0000
526,山西省,2016-10-01,92,60.9700,33,163.1900,54,131.0100,38,84.8500,1,0.6700,23,516.6400,3,1255.0300,0,0.0000
527,山西省,2016-11-01,95,119.3100,68,474.0200,108,239.2100,62,189.5100,0,0.0000,20,461.7200,0,0.0000,2,9.1600
528,山西省,2016-12-01,58,47.8000,70,345.0700,105,287.6100,59,188.4300,2,1.8600,25,838.4600,1,2.3500,0,0.0000
529,陕西省,2015-01-01,40,54.5386,53,285.8784,120,248.1375,40,121.5373,4,109.0463,38,752.5618,0,0.0000,0,0.0000
530,陕西省,2015-02-01,24,47.6335,39,241.7753,76,156.7163,8,8.5075,0,0.0000,25,201.7516,0,0.0000,0,0.0000
531,陕西省,2015-03-01,55,57.7605,37,237.9884,80,157.8127,53,75.8271,6,32.4493,27,414.4514,2,0.5609,0,0.0000
532,陕西省,2015-04-01,66,71.6879,58,223.3803,85,204.5405,43,77.0667,5,14.5821,38,104.0395,6,9.5976,0,0.0000
533,陕西省,2015-05-01,78,122.4360,70,341.0790,103,186.9469,30,57.2048,4,5.5900,36,476.8079,0,0.0000,0,0.0000
534,陕西省,2015-06-01,64,111.5573,65,457.2366,120,271.0273,55,210.9869,0,0.0000,36,135.4209,0,0.0000,0,0.0000
535,陕西省,2015-07-01,56,69.2924,66,449.8386,136,130.2796,55,110.2434,2,2.1663,45,748.1464,0,0.0000,0,0.0000
536,陕西省,2015-08-01,69,74.7020,104,479.3895,115,274.4358,39,85.9218,3,12.1821,18,1184.7574,0,0.0000,0,0.0000
537,陕西省,2015-09-01,70,117.6988,56,375.0686,101,204.4757,40,94.5309,3,12.9729,22,101.3744,0,0.0000,0,0.0000
538,陕西省,2015-10-01,139,106.5494,39,170.4661,69,141.5434,54,44.0946,1,1.9921,38,141.6181,0,0.0000,0,0.0000
539,陕西省,2015-11-01,86,122.2092,137,773.5969,157,383.3453,60,220.4296,3,2.0549,73,639.6808,0,0.0000,0,0.0000
540,陕西省,2015-12-01,77,107.9401,155,666.4893,118,270.8822,101,359.4651,4,10.6091,55,577.2581,1,61.4601,0,0.0000
541,陕西省,2016-01-01,47,86.7600,70,227.3100,94,199.1800,52,78.2700,1,10.0000,60,300.9800,0,0.0000,0,0.0000
542,陕西省,2016-02-01,27,42.4200,30,170.9000,68,80.7000,18,23.4300,1,1.1200,22,104.0300,2,0.5800,0,0.0000
543,陕西省,2016-03-01,63,92.4100,67,472.4600,82,169.0600,42,3878.6800,4,12.7800,37,384.4000,0,0.0000,0,0.0000
544,陕西省,2016-04-01,97,116.9400,49,278.7300,93,225.5900,57,149.5300,3,6.8400,32,392.0500,1,0.3000,0,0.0000
545,陕西省,2016-05-01,37,76.4600,56,194.0500,105,176.4300,58,205.4100,3,8.3900,80,573.5600,0,0.0000,0,0.0000
546,陕西省,2016-06-01,60,109.0300,38,216.7700,119,200.0500,58,94.6300,4,5.8200,16,828.4700,0,0.0000,0,0.0000
547,陕西省,2016-07-01,80,103.5200,73,383.6100,93,265.2900,101,405.0200,3,5.2100,53,476.9200,0,0.0000,0,0.0000
548,陕西省,2016-08-01,65,85.8700,49,925.3400,132,323.8200,95,755.5600,5,57.0800,26,784.6100,0,0.0000,0,0.0000
549,陕西省,2016-09-01,52,130.2300,94,307.4900,117,229.4300,60,155.9200,1,1.6700,25,263.0000,0,0.0000,0,0.0000
550,陕西省,2016-10-01,60,111.0200,90,506.7400,130,205.9500,40,92.7800,2,14.0500,25,541.9200,0,0.0000,0,0.0000
551,陕西省,2016-11-01,102,224.9300,169,611.8100,111,285.9000,113,311.2700,3,1.4400,175,898.1100,3,0.6900,3,20.4800
552,陕西省,2016-12-01,61,117.4500,59,387.6900,126,268.2700,83,286.9800,4,3.2700,54,461.1300,1,1.5800,0,0.0000
553,上海市,2015-01-01,4,10.7621,4,23.0009,12,58.6146,35,62.5174,1,0.0890,33,50.3804,4,12.3662,0,0.0000
554,上海市,2015-02-01,7,20.0009,6,6.7639,4,23.1630,37,29.7161,0,0.0000,15,29.7393,1,11.6820,0,0.0000
555,上海市,2015-03-01,3,8.1480,6,4.8518,8,28.6355,28,56.1444,0,0.0000,61,136.1384,3,6.1954,0,0.0000
556,上海市,2015-04-01,8,15.3159,4,42.3331,9,39.1753,30,35.5248,1,3.8625,26,36.8239,1,1.1832,0,0.0000
557,上海市,2015-05-01,9,13.5079,4,12.0684,8,47.8654,29,37.8816,0,0.0000,27,35.2512,0,0.0000,0,0.0000
558,上海市,2015-06-01,7,22.7348,4,5.0068,7,42.0257,35,3140.2575,1,0.1101,39,112.6462,0,0.0000,0,0.0000
559,上海市,2015-07-01,4,6.2824,2,2.8948,3,17.1916,52,80.2172,0,0.0000,42,51.6027,0,0.0000,0,0.0000
560,上海市,2015-08-01,2,9.0423,5,42.5160,19,122.0017,37,76.7783,1,0.2027,30,70.9473,2,16.1558,0,0.0000
561,上海市,2015-09-01,6,15.7294,8,31.0428,17,70.6983,41,86.7964,2,1.6096,31,126.7317,2,22.3959,0,0.0000
562,上海市,2015-10-01,4,13.9280,2,5.0615,10,71.2055,31,89.0166,2,3.4709,40,161.7686,1,22.9713,0,0.0000
563,上海市,2015-11-01,1,0.2890,5,18.8285,30,141.8932,39,74.1557,0,0.0000,60,101.5372,6,48.6895,0,0.0000
564,上海市,2015-12-01,8,19.6247,5,7.3170,10,31.4892,64,182.8235,1,1.3404,42,178.5469,3,54.9304,0,0.0000
565,上海市,2016-01-01,0,0.0000,2,4.1900,2,4.0600,25,1709.1600,0,0.0000,21,39.3600,0,0.0000,0,0.0000
566,上海市,2016-02-01,5,10.5800,7,18.3200,3,10.3100,18,87.0300,0,0.0000,25,65.6800,2,37.7600,0,0.0000
567,上海市,2016-03-01,2,5.9400,6,11.8600,5,18.1500,75,191.5800,3,41.1800,103,1032.9000,6,317.6300,0,0.0000
568,上海市,2016-04-01,3,4.2200,2,1.7900,7,51.1500,26,121.8200,0,0.0000,36,72.6500,0,0.0000,0,0.0000
569,上海市,2016-05-01,6,15.3900,5,308.8000,25,80.6200,33,61.1700,2,82.0700,60,101.1100,0,0.0000,0,0.0000
570,上海市,2016-06-01,11,23.8300,3,11.8400,12,58.5900,47,73.7100,0,0.0000,43,92.6300,1,8.9400,0,0.0000
571,上海市,2016-07-01,10,45.1100,8,65.1300,8,28.4400,24,24.4500,0,0.0000,38,166.2600,0,0.0000,0,0.0000
572,上海市,2016-08-01,2,3.6700,4,11.5600,5,13.9000,45,108.3600,1,1.0000,26,167.5200,1,0.7700,0,0.0000
573,上海市,2016-09-01,2,4.9400,8,64.4000,16,50.6900,29,46.4800,0,0.0000,46,166.2300,2,20.0500,0,0.0000
574,上海市,2016-10-01,6,6.2200,2,3.8500,5,26.7600,23,33.4000,0,0.0000,37,106.2900,1,5.2900,0,0.0000
575,上海市,2016-11-01,9,28.2100,9,39.9600,11,68.4500,28,105.5300,1,0.7000,34,105.1300,5,33.3100,0,0.0000
576,上海市,2016-12-01,1,0.2000,5,60.6100,24,95.9800,49,291.4400,3,1.1000,41,207.1200,1,1.6200,0,0.0000
577,四川省,2015-01-01,197,271.2715,137,565.2390,675,625.7811,206,667.0109,6,11.6059,84,390.2575,14,9373.6476,3,3.5614
578,四川省,2015-02-01,73,122.2281,101,272.7350,252,255.5775,77,269.4343,6,43.4218,32,880.9219,4,3.6719,0,0.0000
