#,pxzqmc,sxzqmc,date,sfyd_zs,sfyd_mj,gkczyd_zs,gkczyd_mj,zzyd_zs,zzyd_mj,ggglyggfwyd_zs,ggglyggfwyd_mj,tsyd_zs,tsyd_mj,jtysyd_zs,jtysyd_mj,syjslssyd_zs,syjslssyd_mj,qttd_zs,qttd_mj
1438,广东省,肇庆市,2016-10-01,4,9.1900,9,33.8200,38,42.9100,10,13.7300,0,0.0000,3,324.3800,0,0.0000,0,0.0000
1439,广东省,肇庆市,2016-11-01,5,7.0400,19,72.0300,18,27.3100,1,0.7700,0,0.0000,1,7.2700,0,0.0000,0,0.0000
1440,广东省,肇庆市,2016-12-01,5,7.0400,19,72.0300,18,27.3100,1,0.7700,0,0.0000,1,7.2700,0,0.0000,0,0.0000
1441,广东省,中山市,2015-01-01,1,6.1900,1,1.8700,0,0.0000,1,0.1600,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1442,广东省,中山市,2015-02-01,0,0.0000,0,0.0000,1,3.4000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1443,广东省,中山市,2015-03-01,0,0.0000,1,4.1600,0,0.0000,1,2.6600,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1444,广东省,中山市,2015-04-01,0,0.0000,7,11.1700,2,5.5500,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1445,广东省,中山市,2015-05-01,1,1.2200,5,7.6400,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1446,广东省,中山市,2015-06-01,0,0.0000,8,24.5700,4,0.2200,1,1.8300,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1447,广东省,中山市,2015-07-01,2,4.1100,12,30.0300,9,0.2300,1,0.4200,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1448,广东省,中山市,2015-08-01,0,0.0000,1,1.1400,4,0.1200,2,4.4700,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1449,广东省,中山市,2015-09-01,0,0.0000,4,13.6200,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1450,广东省,中山市,2015-10-01,1,3.5700,5,9.4500,1,2.5300,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1451,广东省,中山市,2015-11-01,1,0.6700,14,16.6500,0,0.0000,65,115.8400,3,2.4900,59,237.0300,0,0.0000,0,0.0000
1452,广东省,中山市,2015-12-01,3,7.0900,0,0.0000,1,6.1500,1,3.8300,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1453,广东省,中山市,2016-01-01,1,0.7200,1,2.0000,1,1.4700,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1454,广东省,中山市,2016-02-01,1,4.5000,11,11.5900,0,0.0000,2,0.6100,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1455,广东省,中山市,2016-03-01,0,0.0000,6,13.2800,0,0.0000,1,2.3600,0,0.0000,2,2.3700,0,0.0000,0,0.0000
1456,广东省,中山市,2016-04-01,1,0.5500,3,24.5700,8,3.5500,1,5.0700,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1457,广东省,中山市,2016-05-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1458,广东省,中山市,2016-06-01,0,0.0000,1,3.7900,0,0.0000,1,1.6800,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1459,广东省,中山市,2016-07-01,0,0.0000,4,6.9600,0,0.0000,22,6.1900,2,0.2100,24,75.8500,3,26.5100,0,0.0000
1460,广东省,中山市,2016-08-01,0,0.0000,1,3.9000,6,14.7000,2,5.9700,0,0.0000,3,3.6200,0,0.0000,0,0.0000
1461,广东省,中山市,2016-09-01,0,0.0000,5,12.3000,0,0.0000,18,42.8300,0,0.0000,2,1.0100,0,0.0000,0,0.0000
1462,广东省,中山市,2016-10-01,5,1.4700,3,4.7400,0,0.0000,20,9.8400,0,0.0000,18,12.9500,0,0.0000,0,0.0000
1463,广东省,中山市,2016-11-01,0,0.0000,8,18.5500,0,0.0000,10,20.9700,1,5.6400,25,22.2200,0,0.0000,0,0.0000
1464,广东省,中山市,2016-12-01,0,0.0000,8,18.5500,0,0.0000,10,20.9700,1,5.6400,25,22.2200,0,0.0000,0,0.0000
1465,广东省,珠海市,2015-01-01,3,6.3500,1,9.7400,1,19.3200,5,8.0000,0,0.0000,1,0.9000,0,0.0000,0,0.0000
1466,广东省,珠海市,2015-02-01,3,4.5400,0,0.0000,1,2.7900,1,4.4800,0,0.0000,2,8.4700,0,0.0000,0,0.0000
1467,广东省,珠海市,2015-03-01,0,0.0000,10,35.8600,3,18.3100,10,29.1100,0,0.0000,7,18.7000,0,0.0000,0,0.0000
1468,广东省,珠海市,2015-04-01,1,2.1900,3,3.7000,9,11.4700,5,7.1200,0,0.0000,1,1.6600,0,0.0000,0,0.0000
1469,广东省,珠海市,2015-05-01,2,9.8800,4,4.8400,2,8.2200,7,13.5500,0,0.0000,2,74.1100,0,0.0000,0,0.0000
1470,广东省,珠海市,2015-06-01,4,10.1900,9,86.4900,2,8.2200,7,4.7900,1,0.1600,1,26.7000,1,1.9300,0,0.0000
1471,广东省,珠海市,2015-07-01,1,1.1700,4,24.9800,1,1.1500,8,3.0000,1,0.4900,0,0.0000,0,0.0000,0,0.0000
1472,广东省,珠海市,2015-08-01,2,35.3100,1,2.5000,2,4.7900,4,4.3200,1,3.6000,5,36.4200,0,0.0000,0,0.0000
1473,广东省,珠海市,2015-09-01,1,4.8600,10,19.3400,3,8.8600,10,21.1100,0,0.0000,16,90.2200,0,0.0000,0,0.0000
1474,广东省,珠海市,2015-10-01,2,7.9800,11,26.1000,21,74.0700,4,4.2100,0,0.0000,2,13.4100,0,0.0000,0,0.0000
1475,广东省,珠海市,2015-11-01,2,3.1800,7,19.8800,8,30.1000,19,56.6400,0,0.0000,5,35.7100,1,5.2500,0,0.0000
1476,广东省,珠海市,2015-12-01,8,45.3300,3,17.3300,7,11.0700,4,12.3300,0,0.0000,8,34.6900,1,2.9700,0,0.0000
1477,广东省,珠海市,2016-01-01,4,10.0900,6,15.2300,1,1.7100,9,27.4400,0,0.0000,6,45.7100,0,0.0000,0,0.0000
1478,广东省,珠海市,2016-02-01,0,0.0000,5,15.3400,0,0.0000,8,79.7200,0,0.0000,1,0.7000,0,0.0000,0,0.0000
1479,广东省,珠海市,2016-03-01,1,1.1900,2,9.0000,2,8.6800,4,7.3900,0,0.0000,3,84.0700,0,0.0000,0,0.0000
1480,广东省,珠海市,2016-04-01,2,4.8000,4,6.3300,2,4.5800,6,9.3000,0,0.0000,4,13.4700,0,0.0000,0,0.0000
1481,广东省,珠海市,2016-05-01,0,0.0000,4,62.4300,1,0.7000,3,22.0700,3,6.0700,1,0.7000,0,0.0000,0,0.0000
1482,广东省,珠海市,2016-06-01,1,1.2900,5,6.7700,3,9.1300,3,1.8000,2,0.4900,16,82.9300,1,0.8500,0,0.0000
1483,广东省,珠海市,2016-07-01,1,1.6900,1,1.2400,1,1.7100,5,5.3900,0,0.0000,5,57.0000,1,41.4000,0,0.0000
1484,广东省,珠海市,2016-08-01,4,3.7000,2,2.2400,7,13.9100,8,20.0800,0,0.0000,20,10.0200,0,0.0000,0,0.0000
1485,广东省,珠海市,2016-09-01,4,4.4700,6,23.0200,1,2.0000,18,100.1900,1,3.5300,10,121.2200,0,0.0000,0,0.0000
1486,广东省,珠海市,2016-10-01,0,0.0000,12,79.4600,0,0.0000,1,0.7800,0,0.0000,5,15.1800,0,0.0000,1,1.5900
1487,广东省,珠海市,2016-11-01,7,22.7700,6,46.7800,3,14.6400,8,76.4900,0,0.0000,3,25.7100,0,0.0000,0,0.0000
1488,广东省,珠海市,2016-12-01,7,22.7700,6,46.7800,3,14.6400,8,76.4900,0,0.0000,3,25.7100,0,0.0000,0,0.0000
1489,广西壮族自治区,百色市,2015-01-01,3,1.7500,5,5.5400,102,4.0800,2,1.9100,0,0.0000,1,3.4800,0,0.0000,0,0.0000
1490,广西壮族自治区,百色市,2015-02-01,3,0.8700,2,2.5100,36,17.8100,6,8.9300,0,0.0000,5,9.1600,0,0.0000,0,0.0000
1491,广西壮族自治区,百色市,2015-03-01,1,1.7000,5,11.4900,62,8.2700,4,5.5600,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1492,广西壮族自治区,百色市,2015-04-01,3,9.6300,5,28.0800,69,23.7800,3,0.6300,1,0.1600,0,0.0000,0,0.0000,0,0.0000
1493,广西壮族自治区,百色市,2015-05-01,3,3.6600,16,60.5600,126,48.2500,6,6.1400,0,0.0000,1,91.6200,0,0.0000,0,0.0000
1494,广西壮族自治区,百色市,2015-06-01,7,7.4400,8,11.8700,98,71.4000,9,4.4800,0,0.0000,0,0.0000,2,25.7500,0,0.0000
1495,广西壮族自治区,百色市,2015-07-01,9,7.0800,2,5.4400,66,18.8600,14,27.5700,0,0.0000,3,2.0900,1,0.4200,0,0.0000
1496,广西壮族自治区,百色市,2015-08-01,11,16.9400,4,11.8500,88,4.7600,10,8.3900,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1497,广西壮族自治区,百色市,2015-09-01,12,12.0000,11,40.7800,81,10.9900,23,92.1600,1,1.5700,11,63.8500,0,0.0000,0,0.0000
1498,广西壮族自治区,百色市,2015-10-01,3,5.5000,4,12.5500,297,5.6900,4,17.1800,0,0.0000,4,18.1300,0,0.0000,0,0.0000
1499,广西壮族自治区,百色市,2015-11-01,15,28.4400,11,65.0500,77,32.3400,18,27.5900,3,3.1500,35,166.7600,0,0.0000,0,0.0000
1500,广西壮族自治区,百色市,2015-12-01,6,7.2600,6,68.6000,118,26.7200,28,140.5700,4,5.5300,94,305.5600,0,0.0000,0,0.0000
1501,广西壮族自治区,百色市,2016-01-01,3,3.8800,2,2.1800,48,3.1400,6,10.5200,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1502,广西壮族自治区,百色市,2016-02-01,3,10.9800,1,1.4100,7,6.6900,4,3.5400,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1503,广西壮族自治区,百色市,2016-03-01,7,12.6300,0,0.0000,40,31.7500,20,10.9900,0,0.0000,3,1.1800,0,0.0000,0,0.0000
1504,广西壮族自治区,百色市,2016-04-01,3,5.6100,9,35.7800,12,35.7400,11,11.3600,1,0.5600,1,145.4900,0,0.0000,0,0.0000
1505,广西壮族自治区,百色市,2016-05-01,23,14.1800,9,22.0900,47,28.6500,9,6.4200,0,0.0000,1,0.2600,0,0.0000,0,0.0000
1506,广西壮族自治区,百色市,2016-06-01,4,3.7300,3,8.1500,18,17.6600,5,3.7200,1,0.5800,9,27.6700,0,0.0000,0,0.0000
1507,广西壮族自治区,百色市,2016-07-01,3,3.4300,3,36.4600,37,5.1800,8,3.4800,0,0.0000,4,76.2100,0,0.0000,0,0.0000
1508,广西壮族自治区,百色市,2016-08-01,1,0.3200,3,7.2400,20,19.1400,3,9.4700,0,0.0000,1,72.7800,0,0.0000,0,0.0000
1509,广西壮族自治区,百色市,2016-09-01,9,9.5400,4,8.9800,18,1.4400,12,9.6300,0,0.0000,1,6.7500,0,0.0000,0,0.0000
1510,广西壮族自治区,百色市,2016-10-01,12,1.8600,1,0.8800,75,24.1700,9,7.7900,1,7.8400,1,2.6200,0,0.0000,0,0.0000
1511,广西壮族自治区,百色市,2016-11-01,19,29.6200,15,82.6500,27,30.5900,21,99.4700,3,8.8800,4,38.3500,3,29.0300,0,0.0000
1512,广西壮族自治区,百色市,2016-12-01,19,29.6200,15,82.6500,27,30.5900,21,99.4700,3,8.8800,4,38.3500,3,29.0300,0,0.0000
1513,广西壮族自治区,北海市,2015-01-01,0,0.0000,1,6.6700,0,0.0000,1,0.5300,1,1.3300,0,0.0000,0,0.0000,0,0.0000
1514,广西壮族自治区,北海市,2015-02-01,0,0.0000,0,0.0000,0,0.0000,1,0.3300,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1515,广西壮族自治区,北海市,2015-03-01,2,8.9300,3,8.5200,4,3.1800,7,1267.4700,0,0.0000,1,129.6800,0,0.0000,0,0.0000
1516,广西壮族自治区,北海市,2015-04-01,0,0.0000,0,0.0000,0,0.0000,2,0.9300,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1517,广西壮族自治区,北海市,2015-05-01,0,0.0000,2,5.5900,7,3.1000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1518,广西壮族自治区,北海市,2015-06-01,2,27.1700,1,1.0400,8,15.1300,1,0.8400,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1519,广西壮族自治区,北海市,2015-07-01,0,0.0000,0,0.0000,3,1.8600,2,2.4900,0,0.0000,3,95.2100,0,0.0000,0,0.0000
1520,广西壮族自治区,北海市,2015-08-01,3,3.1000,2,56.6500,2,0.0600,3,3.4800,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1521,广西壮族自治区,北海市,2015-09-01,1,6.2700,0,0.0000,1,1.8400,2,3.0800,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1522,广西壮族自治区,北海市,2015-10-01,1,0.3100,1,6.4700,4,6.3000,1,1.6000,1,0.9300,0,0.0000,0,0.0000,0,0.0000
1523,广西壮族自治区,北海市,2015-11-01,0,0.0000,2,8.6600,5,7.1200,2,3.8200,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1524,广西壮族自治区,北海市,2015-12-01,6,14.5500,4,9.4400,11,22.1400,7,7.6200,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1525,广西壮族自治区,北海市,2016-01-01,0,0.0000,0,0.0000,0,0.0000,1,2.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1526,广西壮族自治区,北海市,2016-02-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1527,广西壮族自治区,北海市,2016-03-01,0,0.0000,3,9.7500,1,1.5400,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1528,广西壮族自治区,北海市,2016-04-01,0,0.0000,0,0.0000,1,0.1900,1,0.4500,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1529,广西壮族自治区,北海市,2016-05-01,2,17.0000,0,0.0000,2,11.9800,3,0.6200,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1530,广西壮族自治区,北海市,2016-06-01,0,0.0000,0,0.0000,8,0.3500,3,0.7300,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1531,广西壮族自治区,北海市,2016-07-01,1,0.3200,6,9.8100,8,0.0900,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1532,广西壮族自治区,北海市,2016-08-01,0,0.0000,0,0.0000,1,2.5000,2,1.1000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1533,广西壮族自治区,北海市,2016-09-01,0,0.0000,0,0.0000,0,0.0000,2,6.6700,0,0.0000,1,2.6700,0,0.0000,0,0.0000
1534,广西壮族自治区,北海市,2016-10-01,2,0.1100,2,1.3900,6,31.4500,4,9.7900,0,0.0000,3,6.1200,0,0.0000,0,0.0000
1535,广西壮族自治区,北海市,2016-11-01,2,1.2300,4,26.4600,7,31.4300,3,4.2400,0,0.0000,1,0.2100,0,0.0000,0,0.0000
1536,广西壮族自治区,北海市,2016-12-01,2,1.2300,4,26.4600,7,31.4300,3,4.2400,0,0.0000,1,0.2100,0,0.0000,0,0.0000
1537,广西壮族自治区,崇左市,2015-01-01,1,9.7200,5,25.9900,15,2.5700,4,7.4100,0,0.0000,3,2.3300,0,0.0000,0,0.0000
1538,广西壮族自治区,崇左市,2015-02-01,4,23.4700,4,18.6500,27,1.2200,1,0.3300,0,0.0000,2,196.4700,0,0.0000,0,0.0000
1539,广西壮族自治区,崇左市,2015-03-01,3,6.1800,1,5.7400,34,0.3900,1,0.0700,0,0.0000,1,0.6700,0,0.0000,0,0.0000
1540,广西壮族自治区,崇左市,2015-04-01,5,14.6200,0,0.0000,31,6.4700,58,12.4600,1,0.1300,7,2.5300,0,0.0000,0,0.0000
1541,广西壮族自治区,崇左市,2015-05-01,2,0.4200,1,2.5600,10,2.1600,2,4.7900,0,0.0000,2,6.9800,0,0.0000,0,0.0000
1542,广西壮族自治区,崇左市,2015-06-01,3,5.2600,0,0.0000,28,3.1000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1543,广西壮族自治区,崇左市,2015-07-01,1,0.1900,3,5.7300,26,1.7700,3,2.2400,0,0.0000,1,0.5400,0,0.0000,0,0.0000
1544,广西壮族自治区,崇左市,2015-08-01,6,4.9100,2,9.8600,44,5.4900,6,21.7200,0,0.0000,4,1.7500,0,0.0000,0,0.0000
1545,广西壮族自治区,崇左市,2015-09-01,3,6.6600,2,20.0600,32,24.4400,5,9.4700,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1546,广西壮族自治区,崇左市,2015-10-01,5,3.2500,4,11.0900,36,0.2900,1,0.0700,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1547,广西壮族自治区,崇左市,2015-11-01,7,21.8900,6,25.7100,31,20.1300,5,3.4700,0,0.0000,2,6.6300,0,0.0000,0,0.0000
1548,广西壮族自治区,崇左市,2015-12-01,3,1.9600,19,28.8500,29,2.4700,3,3.2200,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1549,广西壮族自治区,崇左市,2016-01-01,1,6.0100,10,25.2000,22,2.8500,3,12.8400,0,0.0000,3,12.5600,0,0.0000,0,0.0000
1550,广西壮族自治区,崇左市,2016-02-01,3,11.0100,2,11.4300,12,0.8500,1,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1551,广西壮族自治区,崇左市,2016-03-01,3,5.4500,4,18.9400,41,1.5100,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1552,广西壮族自治区,崇左市,2016-04-01,1,0.4700,1,2.0400,22,0.3500,2,2.4200,0,0.0000,1,0.9700,0,0.0000,0,0.0000
1553,广西壮族自治区,崇左市,2016-05-01,3,1.6800,5,63.2600,2,0.0900,0,0.0000,1,0.2900,0,0.0000,0,0.0000,0,0.0000
1554,广西壮族自治区,崇左市,2016-06-01,1,0.6400,1,5.3400,29,20.4500,1,0.5400,0,0.0000,3,48.0400,0,0.0000,0,0.0000
1555,广西壮族自治区,崇左市,2016-07-01,1,6.0100,2,3.4900,10,0.0700,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1556,广西壮族自治区,崇左市,2016-08-01,2,4.0800,4,22.0100,12,0.2500,3,4.6800,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1557,广西壮族自治区,崇左市,2016-09-01,2,11.5800,1,2.8000,24,66.4500,2,6.7200,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1558,广西壮族自治区,崇左市,2016-10-01,3,9.0000,5,16.7900,9,15.6500,12,5.0800,0,0.0000,2,25.8800,0,0.0000,0,0.0000
1559,广西壮族自治区,崇左市,2016-11-01,4,19.3100,13,77.4300,66,52.8100,10,37.2100,0,0.0000,11,66.4800,0,0.0000,0,0.0000
1560,广西壮族自治区,崇左市,2016-12-01,4,19.3100,13,77.4300,66,52.8100,10,37.2100,0,0.0000,11,66.4800,0,0.0000,0,0.0000
1561,广西壮族自治区,防城港市,2015-01-01,5,13.1000,5,15.2700,8,1.1500,1,2.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1562,广西壮族自治区,防城港市,2015-02-01,1,0.0100,1,1.5200,1,0.0000,1,2.0000,0,0.0000,1,1.3900,0,0.0000,0,0.0000
1563,广西壮族自治区,防城港市,2015-03-01,4,7.6800,4,26.1700,23,164.2300,12,59.8800,2,1.7000,2,6.4300,2,17.5000,0,0.0000
1564,广西壮族自治区,防城港市,2015-04-01,8,41.2600,7,23.4100,7,70.9600,2,0.4200,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1565,广西壮族自治区,防城港市,2015-05-01,17,15.9300,4,7.6000,12,0.3600,6,3.0700,0,0.0000,1,48.3000,1,17.5000,0,0.0000
1566,广西壮族自治区,防城港市,2015-06-01,6,12.1300,6,27.0000,14,0.9300,3,3.9900,1,1.3300,1,3.7700,0,0.0000,0,0.0000
1567,广西壮族自治区,防城港市,2015-07-01,3,1.7000,0,0.0000,3,22.2000,3,11.9100,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1568,广西壮族自治区,防城港市,2015-08-01,1,3.0600,19,101.4900,7,0.0800,1,0.9900,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1569,广西壮族自治区,防城港市,2015-09-01,5,18.2800,6,23.4800,3,23.2700,1,0.6700,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1570,广西壮族自治区,防城港市,2015-10-01,4,16.1700,2,12.6700,26,0.4000,0,0.0000,1,1.3100,0,0.0000,0,0.0000,0,0.0000
1571,广西壮族自治区,防城港市,2015-11-01,6,12.5100,3,6.6200,12,3.5900,1,0.5400,0,0.0000,0,0.0000,0,0.0000,1,1.5300
1572,广西壮族自治区,防城港市,2015-12-01,4,6.5500,12,148.2700,15,19.1800,9,25.2200,2,3.0700,16,199.9400,0,0.0000,0,0.0000
1573,广西壮族自治区,防城港市,2016-01-01,4,6.2400,5,22.5200,3,2.1300,0,0.0000,1,1.2400,0,0.0000,0,0.0000,0,0.0000
1574,广西壮族自治区,防城港市,2016-02-01,2,3.0700,3,11.1400,171,1.5400,2,1.0900,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1575,广西壮族自治区,防城港市,2016-03-01,0,0.0000,0,0.0000,1,0.3400,1,1.1700,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1576,广西壮族自治区,防城港市,2016-04-01,3,13.8900,0,0.0000,7,5.0900,3,4.6600,1,10.1100,3,15.5300,0,0.0000,0,0.0000
1577,广西壮族自治区,防城港市,2016-05-01,1,1.9900,0,0.0000,107,8.5900,4,3.3000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1578,广西壮族自治区,防城港市,2016-06-01,3,4.8900,8,57.5400,6,10.8500,5,4.3100,1,1.3100,7,199.4700,0,0.0000,0,0.0000
1579,广西壮族自治区,防城港市,2016-07-01,4,4.4400,9,29.1700,24,5.4100,2,16.0200,0,0.0000,1,114.7300,0,0.0000,0,0.0000
1580,广西壮族自治区,防城港市,2016-08-01,1,14.5500,0,0.0000,4,8.1900,1,2.8900,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1581,广西壮族自治区,防城港市,2016-09-01,3,6.2300,1,5.0800,16,85.4100,5,23.2600,3,21.0500,5,44.0200,0,0.0000,0,0.0000
1582,广西壮族自治区,防城港市,2016-10-01,2,3.4600,14,267.2400,1,3.7600,2,6.3700,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1583,广西壮族自治区,防城港市,2016-11-01,11,52.2100,8,20.7300,11,73.3100,6,13.1300,0,0.0000,7,13.0800,0,0.0000,0,0.0000
1584,广西壮族自治区,防城港市,2016-12-01,11,52.2100,8,20.7300,11,73.3100,6,13.1300,0,0.0000,7,13.0800,0,0.0000,0,0.0000
1585,广西壮族自治区,贵港市,2015-01-01,1,0.1300,1,13.9300,7,0.9500,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1586,广西壮族自治区,贵港市,2015-02-01,14,4.2500,4,13.2700,2,1.4300,1,1.8700,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1587,广西壮族自治区,贵港市,2015-03-01,0,0.0000,3,12.3900,12,22.8500,3,4.4500,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1588,广西壮族自治区,贵港市,2015-04-01,0,0.0000,1,1.2500,5,14.9500,1,1.7700,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1589,广西壮族自治区,贵港市,2015-05-01,0,0.0000,2,9.3500,7,10.6400,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1590,广西壮族自治区,贵港市,2015-06-01,0,0.0000,1,1.5600,3,6.7000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1591,广西壮族自治区,贵港市,2015-07-01,0,0.0000,0,0.0000,0,0.0000,2,1.6200,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1592,广西壮族自治区,贵港市,2015-08-01,1,0.2100,8,14.3700,17,22.8400,2,3.1100,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1593,广西壮族自治区,贵港市,2015-09-01,7,1.4700,18,80.3300,3,4.9100,8,34.7000,0,0.0000,6,126.1000,0,0.0000,0,0.0000
1594,广西壮族自治区,贵港市,2015-10-01,0,0.0000,13,50.1500,34,20.1000,0,0.0000,1,6.6700,3,51.0100,0,0.0000,0,0.0000
1595,广西壮族自治区,贵港市,2015-11-01,4,27.5700,32,221.9000,32,60.2000,1,0.2200,0,0.0000,8,255.6000,0,0.0000,0,0.0000
1596,广西壮族自治区,贵港市,2015-12-01,1,14.5300,7,22.0100,9,5.0700,4,8.7400,0,0.0000,2,23.0100,1,38.3200,0,0.0000
1597,广西壮族自治区,贵港市,2016-01-01,2,15.1200,5,10.2700,21,44.1500,1,0.1200,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1598,广西壮族自治区,贵港市,2016-02-01,0,0.0000,2,2.9000,1,0.6700,1,0.7700,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1599,广西壮族自治区,贵港市,2016-03-01,1,0.5200,8,74.0100,16,25.4000,7,17.0700,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1600,广西壮族自治区,贵港市,2016-04-01,1,1.3000,0,0.0000,3,7.9700,6,3.7800,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1601,广西壮族自治区,贵港市,2016-05-01,2,0.5200,16,45.4000,6,6.8900,3,2.7700,0,0.0000,2,9.9900,0,0.0000,0,0.0000
1602,广西壮族自治区,贵港市,2016-06-01,0,0.0000,0,0.0000,6,18.5100,6,25.5900,0,0.0000,4,30.3200,0,0.0000,0,0.0000
1603,广西壮族自治区,贵港市,2016-07-01,1,0.6700,2,4.7100,7,3.1600,0,0.0000,1,1.8300,0,0.0000,0,0.0000,0,0.0000
1604,广西壮族自治区,贵港市,2016-08-01,0,0.0000,3,14.5200,2,3.6900,1,0.3400,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1605,广西壮族自治区,贵港市,2016-09-01,3,0.3600,6,25.8100,5,14.1400,0,0.0000,1,0.5000,0,0.0000,0,0.0000,0,0.0000
1606,广西壮族自治区,贵港市,2016-10-01,0,0.0000,0,0.0000,8,22.9800,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1607,广西壮族自治区,贵港市,2016-11-01,1,1.5800,4,21.5000,8,47.8800,4,10.8400,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1608,广西壮族自治区,贵港市,2016-12-01,1,1.5800,4,21.5000,8,47.8800,4,10.8400,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1609,广西壮族自治区,桂林市,2015-01-01,67,11.7800,9,18.6700,67,16.8600,9,33.1700,0,0.0000,1,5.6100,0,0.0000,0,0.0000
1610,广西壮族自治区,桂林市,2015-02-01,12,43.0400,7,19.7900,59,28.3300,1,0.4800,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1611,广西壮族自治区,桂林市,2015-03-01,16,21.2900,17,16.5000,25,0.9500,3,47.5900,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1612,广西壮族自治区,桂林市,2015-04-01,12,4.4800,7,8.9200,33,9.0700,6,23.0100,0,0.0000,1,3.5800,0,0.0000,0,0.0000
1613,广西壮族自治区,桂林市,2015-05-01,11,67.6500,6,10.4000,36,23.5200,8,15.6100,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1614,广西壮族自治区,桂林市,2015-06-01,10,14.9900,9,19.9100,85,1.2300,6,12.3500,2,1.4500,0,0.0000,0,0.0000,0,0.0000
